id,place_id,name,address,city,county,zip,phone,website,rating,review_count,categories,business_status,hours_json,franchise_flag,license_verified,matched_license_number,matched_principal_name,match_confidence,source_sweeps,created_at
699,ChIJb7tuleyK7IgRJ37tk9WZdAw,Rytech Restoration of Tallahassee,,Sneads,Jackson,,+1850-610-1841,https://tallahassee.rytechinc.com/,4.7,55,"disaster restoration company,mold assessment,mold inspection,mold remediation,restoration company,water damage restoration",,,1,0,,,none,"disaster restoration company,mold assessment,mold inspection,mold remediation,restoration company,water damage restoration",2026-08-28 20:40:17
700,ChIJ60_L08dY7IgRQ_C1XNOOGNI,RECON Restoration & Reconstruction LLC,"3849 Killearn Ct Ste C, Tallahassee, FL 32309",TALLAHASSEE,Leon,,+1850-739-8862,https://www.recon-restoration.com/contact-us/,4.9,14,"disaster restoration company,fire and water damage restoration,mold assessment,mold inspection,mold remediation,mold testing,water damage restoration",,,1,0,,,none,"disaster restoration company,fire and water damage restoration,mold assessment,mold inspection,mold remediation,mold testing,water damage restoration",2026-08-28 20:40:17
701,ChIJC-rLlcBY7IgRtYP73KxnhVg,Southern Technologies,"1400 Village Square Blvd Ste 3-200, Tallahassee, FL 32312",TALLAHASSEE,Leon,,+1800-205-9568,,4.6,10,"disaster restoration company,fire and water damage restoration,mold remediation,mold testing,water damage restoration",,,0,0,,,none,"disaster restoration company,fire and water damage restoration,mold remediation,mold testing,water damage restoration",2026-08-28 20:40:17
702,ChIJK7dyIgD37IgRHMsJsthMVbQ,Tallahassee Mold Specialists,"3817 N Monroe St, Tallahassee, FL 32303",TALLAHASSEE,Leon,,+1239-474-3479,,5.0,3,"mold remediation,mold testing",,,0,0,,,none,"mold remediation,mold testing",2026-08-28 20:40:17
703,ChIJiz2EZM-L7IgRPPZyfEs0luQ,OneRestore,"4553 Woodville Hwy, Tallahassee, FL 32305",TALLAHASSEE,Leon,,+1850-400-4062,https://www.onerestore.com/tallahassee/,4.8,9,"disaster restoration company,mold inspection,mold testing",,,0,0,,,none,"disaster restoration company,mold inspection,mold testing",2026-08-28 20:40:17
704,ChIJJ9eE1gn17IgRfMN6gEug6FY,Mold Inspection & Testing Tallahassee,,Holt,Okaloosa,,+1850-629-0119,http://moldinspectionandtest.com/tallahassee-fl,4.5,8,mold inspection,,,0,0,,,none,mold inspection,2026-08-28 20:40:17
705,ChIJo8RZf29f7IgRiuLyDNEOPWw,ServiceMaster Professional Services Tallahassee,"1615a Capital Cir NE, Tallahassee, FL 32308",TALLAHASSEE,Leon,,+1850-402-8930,https://servicemasterrestore.com/servicemaster-of-tallahassee-fl,4.6,41,"disaster restoration company,fire and water damage restoration,mold remediation,restoration company,water damage restoration",,,1,0,,,none,"disaster restoration company,fire and water damage restoration,mold remediation,restoration company,water damage restoration",2026-08-28 20:40:18
706,ChIJX1VJteX07IgRmeOCGroHnhs,Water Damage Restoration Tallahassee,"324 Stadium Dr, Tallahassee, FL 32304",TALLAHASSEE,Leon,,+1448-231-0660,,5.0,1,"fire and water damage restoration,water damage restoration",,,1,0,,,none,"fire and water damage restoration,water damage restoration",2026-08-28 20:40:18
707,ChIJ2_y9axL17IgRn9taRAN96lY,Associated Services,"3452 Garber Dr, Tallahassee, FL 32303",TALLAHASSEE,Leon,,+1850-681-3148,http://www.associatedsvs.com/,4.3,38,"disaster restoration company,restoration company",,,0,0,,,none,"disaster restoration company,restoration company",2026-08-28 20:40:18
708,ChIJu4dMLyb17IgRYLz_vzd63Ko,FIRST ONSITE Property Restoration,"3701 Hartsfield Rd, Tallahassee, FL 32303",TALLAHASSEE,Leon,,+1850-786-2902,https://firstonsite.com/locations/united-states/fl/tallahassee/3701-hartsfield-road,4.2,15,"disaster restoration company,fire and water damage restoration,mold remediation,water damage restoration",,,1,0,,,none,"disaster restoration company,fire and water damage restoration,mold remediation,water damage restoration",2026-08-28 20:40:18
709,ChIJ4930dVQluGgRwHiUdIZz5og,North Florida Mold Consulting,,Baker,Okaloosa,,+1850-809-6653,http://www.nflamold.com/,5.0,12,"mold assessment,mold inspection",,,0,0,,,none,"mold assessment,mold inspection",2026-08-28 20:40:18
710,ChIJA55IocBY7IgRyGpVmZo87XA,Tallahassee Mold Pros,,Sneads,Jackson,,+1850-895-9989,https://tallahasseemoldpros.com/,1.0,2,"mold assessment,mold inspection",,,0,0,,,none,"mold assessment,mold inspection",2026-08-28 20:40:18
711,ChIJ5RZs3zfx7IgRA9Oqj2asFpM,"Tallahassee Home Inspection, LLC","4997 Oniel Ln, Tallahassee, FL 32303",TALLAHASSEE,Leon,,+1850-443-0785,http://tallahasseehomeinspection.com/,4.9,163,"mold assessment,mold inspection,mold testing",,,0,0,,,none,"mold assessment,mold inspection,mold testing",2026-08-28 20:40:18
712,ChIJ2bUDazDx7IgRFpCYZBEEZas,ACL Home Inspections,"3425 Bannerman Rd Ste 105-110, Tallahassee, FL 32312",TALLAHASSEE,Leon,,+1850-312-8919,,5.0,842,"mold assessment,mold inspection,mold testing",,,0,0,,,none,"mold assessment,mold inspection,mold testing",2026-08-28 20:40:18
713,ChIJhU_9mQFc7IgRlTcsigFgtd8,"Tallahassee Real Estate Inspections, LLC","2415 Napoleon Bonaparte Dr, Tallahassee, FL 32308",TALLAHASSEE,Leon,,+1850-765-1050,http://www.inspecttally.com/,4.7,166,"mold inspection,mold testing",,,0,0,,,none,"mold inspection,mold testing",2026-08-28 20:40:18
714,ChIJbStuRC_07IgRo_ziHpqdR7o,Ackuritlabs & Aqua Systems of Tallahassee,"3345 N Monroe St Ste B, Tallahassee, FL 32303",TALLAHASSEE,Leon,,+1850-601-9114,https://www.ackuritlabs.com/,4.8,84,mold testing,,,0,0,,,none,mold testing,2026-08-28 20:40:18
715,ChIJzcUWfXf17IgRbYsF8_nHTeI,Water Damage Tallahassee,"339 N Monroe St #125, Tallahassee, FL 32301",TALLAHASSEE,Leon,,+1239-448-5307,,4.0,2,water damage restoration,,,0,0,,,none,water damage restoration,2026-08-28 20:40:18
716,ChIJK1NzvbOL7IgRxFOyF04sTTo,Rapid Response Team,"4417 Entrepot Blvd, Tallahassee, FL 32310",TALLAHASSEE,Leon,,+1850-407-5030,https://www.rrtfl.com/?y_source=1_MTAzMjAwNTcyNS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,5.0,9,"fire and water damage restoration,water damage restoration",,,0,0,,,none,"fire and water damage restoration,water damage restoration",2026-08-28 20:40:18
717,ChIJAQ7koJ1f7IgRiSKb7G-uu4U,Joe Taylor Restoration- Tallahassee,,Havana,Gadsden,,+1888-814-1455,https://www.jtrestoration.com/,5.0,4,mold remediation,,,1,0,,,none,mold remediation,2026-08-28 20:40:18
718,ChIJb4aWjpA0niMRg11vPNip4PQ,Five Star Restoration,,Havana,Gadsden,,+1720-740-8377,http://fivestarresto.com/denver,5.0,238,"disaster restoration company,mold remediation,water damage restoration",,,1,0,,,none,"disaster restoration company,mold remediation,water damage restoration",2026-08-28 20:40:18
719,ChIJ4fyLJ6df7IgRxRPOByJHCq0,Tallahassee Construction Group Inc.,"1882 Capital Cir NE Ste 205, Tallahassee, FL 32308",TALLAHASSEE,Leon,,+1850-528-2061,https://tcgi.pro/,4.9,12,restoration company,,,0,1,MRSR2053,"WOOD, SHAWN MICHAEL",high,restoration company,2026-08-28 20:40:18
720,ChIJE_dItJPz7IgRhRRJP6xoRzs,BELFOR Property Restoration,"5018 Tennessee Capital Blvd, Tallahassee, FL 32303",TALLAHASSEE,Leon,,+1448-206-3717,https://www.belfor.com/en/us/belfor-usa-offices/florida/tallahassee,5.0,2,"disaster restoration company,fire and water damage restoration,restoration company",,,1,0,,,none,"disaster restoration company,fire and water damage restoration,restoration company",2026-08-28 20:40:18
721,ChIJex8Aielf7IgRXRrq7aCOazs,"ACE REMODELING & RESTORATION, LLC","1321 Executive Center Dr, Tallahassee, FL 32301",TALLAHASSEE,Leon,,+1844-737-7733,https://www.ace-rr.com/,,,restoration company,,,1,0,,,none,restoration company,2026-08-28 20:40:18
722,ChIJmym_b_tZ7IgRr7AIZBFCE-w,Renew and Restore Property Maintenance LLC,"3623 Ocleon Dr, Tallahassee, FL 32312",TALLAHASSEE,Leon,,+1850-217-0489,https://rrpm.info/,5.0,74,restoration company,,,0,0,,,none,restoration company,2026-08-28 20:40:18
723,ChIJ-clRKLMavKsRresMUG1g-SA,"Blackwater Inspections, LLC","Blackwater Inspections, Crawfordville, FL 32327",CRAWFORDVILLE,Wakulla,,+1850-321-7841,http://www.blackwaterinspections.com/,4.2,5,"mold assessment,mold inspection,mold testing",,,0,0,,,none,"mold assessment,mold inspection,mold testing",2026-08-28 20:40:19
724,ChIJV0orljKE7IgRuUk-eP6460M,Brown's Insulation Company,"111 Rehwinkel Rd, Crawfordville, FL 32327",CRAWFORDVILLE,Wakulla,,+1850-926-8333,,5.0,12,mold remediation,,,1,0,,,none,mold remediation,2026-08-28 20:40:19
725,ChIJX9SGoE-E7IgRetouaTxBEiY,American Inspections LLC,,Carrabelle,Franklin,,+1850-519-5918,,4.8,67,"mold assessment,mold inspection",,,0,0,,,none,"mold assessment,mold inspection",2026-08-28 20:40:19
726,ChIJKwnHcz1okYgRANJckrxEprY,"Mold Testing Sciences, Inc.",,Holt,Okaloosa,,+1850-865-7218,http://www.moldtestingsciences.com/,4.7,15,"mold assessment,mold testing",,,0,0,,,none,"mold assessment,mold testing",2026-08-28 20:40:19
727,ChIJe5ExBQW70W4Rz8JhB7_PTuM,Mold Inspection Detection,,Crawfordville,Wakulla,,+1321-288-0889,https://moldinspectiondetection.com/?utm_source=omg-gbp&utm_medium=webclick,5.0,8,mold assessment,,,0,0,,,none,mold assessment,2026-08-28 20:40:19
728,ChIJ5ahuKv707IgRyZhpJPn2H4s,AirMD,,Crawfordville,Wakulla,,+1904-930-4317,http://www.airmd.com/areas-served/florida/tallahassee/,5.0,1,mold assessment,,,0,0,,,none,mold assessment,2026-08-28 20:40:19
729,ChIJG1uot0pd7IgREYcLMysQ2gU,Boom Gen Home Inspections LLC,,Hosford,Liberty,,+1850-631-7238,https://boomgenhomeinspections.com/,5.0,701,mold inspection,,,0,0,,,none,mold inspection,2026-08-28 20:40:19
730,ChIJse9U4byG7IgREVYxvtqKzEM,Prevue LLC: Residential Home Inspections and Consulting,"144 Tupelo Dr, Crawfordville, FL 32327",CRAWFORDVILLE,Wakulla,,+1850-570-1089,http://www.inspectionsbyprevue.com/,,,mold inspection,,,0,0,,,none,mold inspection,2026-08-28 20:40:19
731,ChIJB13Zd8iF7IgRW0L3DBGPtCA,Florida Sun Termite and Pest,"84 Ochlockonee St, Crawfordville, FL 32327",CRAWFORDVILLE,Wakulla,,+1850-706-4629,https://www.floridasunpestcontrol.com/?utm_source=GBPlisting&utm_medium=organic&utm_campaign=crawfordville,4.8,165,mold inspection,,,0,0,,,none,mold inspection,2026-08-28 20:40:19
732,ChIJa2iUmY6F7IgRWy40badlrF4,Silver Lining Carpet Care & Restoration,"17 Tafflinger Rd, Crawfordville, FL 32327",CRAWFORDVILLE,Wakulla,,+1850-508-2901,http://silverliningcarpetcare.com/,4.6,92,"restoration company,water damage restoration",,,1,0,,,none,"restoration company,water damage restoration",2026-08-28 20:40:19
733,ChIJi2W9DC2E7IgRIVxfIuqJsgs,Coastal Plastering & Repair,"119 Guy Strickland Rd, Crawfordville, FL 32327",CRAWFORDVILLE,Wakulla,,+1850-926-3660,https://www.tallahasseeplaster.com/,4.5,10,"disaster restoration company,water damage restoration",,,0,0,,,none,"disaster restoration company,water damage restoration",2026-08-28 20:40:19
734,ChIJb_ebncqF7IgRxdckjpN5200,Tech Pros,"10 Preston Cir Unit E, Crawfordville, FL 32327",CRAWFORDVILLE,Wakulla,,+1850-459-1975,http://www.techprosflorida.com/,4.9,168,water damage restoration,,,0,0,,,none,water damage restoration,2026-08-28 20:40:19
735,ChIJN55qvZVZ7IgRknDjEDQxiJo,American Exterior Cleaning,"3295 Crawfordville Hwy Ste 7, Crawfordville, FL 32327",CRAWFORDVILLE,Wakulla,,+1850-408-1078,http://americanexteriorclean.com/,5.0,132,"fire and water damage restoration,water damage restoration",,,0,0,,,none,"fire and water damage restoration,water damage restoration",2026-08-28 20:40:19
736,ChIJjaf_GgqG7IgRxQtd_0o2z5s,Gk Restorations Co,"Assembly Building, 173 McCallister Rd, Crawfordville, FL 32327",CRAWFORDVILLE,Wakulla,,+1850-926-5722,,5.0,4,restoration company,,,1,0,,,none,restoration company,2026-08-28 20:40:19
737,ChIJAQCQI-SF7IgRV9E31mSM9AY,Remade By Hand Inc Classic Porsche Restorations,"173 McCallister Rd, Crawfordville, FL 32327",CRAWFORDVILLE,Wakulla,,+1850-926-5722,http://gkrestorations.com/,5.0,1,restoration company,,,1,0,,,none,restoration company,2026-08-28 20:40:19
738,ChIJSxPWvSiJ7IgRNeIW7hUPTcQ,Kelleys Home Renovation,"40 Greenlea Dr, Crawfordville, FL 32327",CRAWFORDVILLE,Wakulla,,+1850-545-7930,https://www.kelleyshomerenovation.com/,4.8,5,"disaster restoration company,restoration company",,,1,0,,,none,"disaster restoration company,restoration company",2026-08-28 20:40:19
739,ChIJsZ4xgCmF7IgRQQ_NOrY4z04,Crum's Home Detail,"57 Shadow Oak Cir, Crawfordville, FL 32327",CRAWFORDVILLE,Wakulla,,+1850-296-7045,http://www.crumshomedetail.com/,5.0,8,restoration company,,,0,0,,,none,restoration company,2026-08-28 20:40:19
740,ChIJG6vGDBmF7IgRrlsGDoeTm8k,Above and Beyond Maintenance Services LLC,,Crawfordville,Wakulla,,+1850-518-0890,,5.0,24,restoration company,,,0,0,,,none,restoration company,2026-08-28 20:40:19
741,ChIJ2y79VbWF7IgRAF1dN11ukUI,Justa Geek,"9 Rainbow Dr #2270, Crawfordville, FL 32327",CRAWFORDVILLE,Wakulla,,+1850-491-8391,http://www.justageekwakulla.com/,5.0,102,restoration company,,,0,0,,,none,restoration company,2026-08-28 20:40:19
742,ChIJo_d0Q6Hz7IgR5M1hBf8CIJY,Logan Roofing,"1517 Crawfordville Hwy, Crawfordville, FL 32327",CRAWFORDVILLE,Wakulla,,+1850-926-3080,http://www.loganroof.com/,4.9,147,restoration company,,,0,0,,,none,restoration company,2026-08-28 20:40:19
743,ChIJ3anlQJELCkMRBcuF_asZqVs,David's Custom Fencing & Welding LLC.,"3083 Crawfordville Hwy, Crawfordville, FL 32327",CRAWFORDVILLE,Wakulla,,+1352-441-6649,http://davidscustoms.com/,4.9,111,restoration company,,,0,0,,,none,restoration company,2026-08-28 20:40:19
744,ChIJV3l_ynGyl6URbOf_sf4y8oE,Brim's Home Construction,"111 Richardson Rd, Crawfordville, FL 32327",CRAWFORDVILLE,Wakulla,,+1850-545-5111,https://brimshomeconstruction.my.canva.site/,5.0,12,disaster restoration company,,,0,0,,,none,disaster restoration company,2026-08-28 20:40:19
745,ChIJ0yV_f7E57IgRBUFCu0orkis,Environmental Mitigation Services,,Monticello,Jefferson,,+1850-320-2339,,5.0,1,"mold assessment,mold inspection,mold remediation",,,1,0,,,none,"mold assessment,mold inspection,mold remediation",2026-08-28 20:40:20
746,ChIJR1mCFdU57IgRNZD-MDRo-fY,Shore Up Foundation Repair,"487 Industrial Park, Monticello, FL 32344",MONTICELLO,Jefferson,,+1850-616-7171,https://www.shoreupfoundationrepair.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-monticello&utm_content=website,5.0,457,"disaster restoration company,mold inspection,mold remediation,mold testing,restoration company,water damage restoration",,,1,0,,,none,"disaster restoration company,mold inspection,mold remediation,mold testing,restoration company,water damage restoration",2026-08-28 20:40:20
747,ChIJdT2bt0Dx7IgRWGVL3kagqH0,Alpha Foundations Repair Tallahassee,"66 Industrial Park, Monticello, FL 32344",MONTICELLO,Jefferson,,+1850-801-6776,https://www.alphafoundations.com/about/meet-the-team/tallahassee-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_alf-tlh,4.9,1048,"disaster restoration company,mold inspection,mold remediation,mold testing,restoration company,water damage restoration",,,1,0,,,none,"disaster restoration company,mold inspection,mold remediation,mold testing,restoration company,water damage restoration",2026-08-28 20:40:20
748,ChIJ07XFh5GR5ogRvrFdrfaZX4A,SafeHome Mold Inspections and Testing,,Holt,Okaloosa,,+1386-888-3683,https://www.safehomemoldinspections.com/,5.0,93,mold inspection,,,0,0,,,none,mold inspection,2026-08-28 20:40:20
749,ChIJXcSsOpVE7IgRSw-w7hAOAmo,J&J Pest Control Services & Dryer Vent Cleaning And Chimney Inspection Of FL,"3205 Baum Rd, Tallahassee, FL 32317",TALLAHASSEE,Leon,,+1239-235-6850,,4.2,13,mold inspection,,,0,0,,,none,mold inspection,2026-08-28 20:40:21
750,ChIJbSrfKTlA24gR5MrWX0Y04RI,Eco Mold Testing,,Cedar Key,Levy,,+1239-500-4326,https://www.ecomoldtesting.com/,4.9,49,"mold assessment,mold testing",,,0,0,,,none,"mold assessment,mold testing",2026-08-28 20:40:21
751,ChIJa8qxkLQ77IgR658tQ51KbzA,All Around Home and Business Solutions LLC,"2667 Aucilla Rd, Monticello, FL 32344",MONTICELLO,Jefferson,,+1850-745-9066,https://allaroundhomeandbusinesssolutions.com/,5.0,30,water damage restoration,,,0,0,,,none,water damage restoration,2026-08-28 20:40:21
752,ChIJv5Ttd6JI-CkRYsyA61SXwyQ,"All in one Cleaning & Restoration FL, Inc",,Monticello,Jefferson,,+1772-837-9977,https://allinonecleaningrestoration.com/,5.0,39,"fire and water damage restoration,water damage restoration",,,1,0,,,none,"fire and water damage restoration,water damage restoration",2026-08-28 20:40:21
753,ChIJw6S63vQ47IgRYr32QkQqIJE,"Vanguard North, Inc.","1248 Casa Bianca Rd, Monticello, FL 32344",MONTICELLO,Jefferson,,+1888-614-1652,https://www.vanguardnorth.com/,5.0,2,"fire and water damage restoration,restoration company,water damage restoration",,,0,0,,,none,"fire and water damage restoration,restoration company,water damage restoration",2026-08-28 20:40:21
754,ChIJK5X7PAhF7IgRTXt63xBdHL4,"Gumbati Handyman & Plumbing Services, LLC","1125 N Jefferson St, Monticello, FL 32344",MONTICELLO,Jefferson,,+1850-519-0025,https://www.gumbatihandymanservices.com/,4.6,37,water damage restoration,,,1,0,,,none,water damage restoration,2026-08-28 20:40:21
755,ChIJjRWyVDuS9UIRKjSKTIrrYC4,Water Restoration Florida,,McDavid,Escambia,,+1561-765-0127,https://waterrestorationflorida.com/,5.0,17,water damage restoration,,,1,0,,,none,water damage restoration,2026-08-28 20:40:21
756,ChIJ7w9aXRe25YgRF8bu2OKX4mc,"DRT Restoration, LLC",,Green Cove Springs,Clay,,+1904-894-6057,,5.0,21,"disaster restoration company,fire and water damage restoration,mold remediation,restoration company,water damage restoration",,,1,0,,,none,"disaster restoration company,fire and water damage restoration,mold remediation,restoration company,water damage restoration",2026-08-28 20:40:21
757,ChIJESInLUNZ7IgRN63PitCdYKc,WATER ADVISOR LLC,"5698 Burnside Cir, Tallahassee, FL 32312",TALLAHASSEE,Leon,,+1850-353-9333,http://tallahasseewaterdamagerestoration.com/,5.0,5,"disaster restoration company,fire and water damage restoration,restoration company,water damage restoration",,,0,0,,,none,"disaster restoration company,fire and water damage restoration,restoration company,water damage restoration",2026-08-28 20:40:21
758,ChIJLRJ-SBtWh2wR-LkvhLp6hNA,Tallahassee Brick Sealers LLC,,Monticello,Jefferson,,+1850-253-7547,http://tallahasseebricksealers.com/,5.0,12,water damage restoration,,,0,0,,,none,water damage restoration,2026-08-28 20:40:21
759,ChIJEahCauuK7IgR4HZ-9xqXUmo,Extreme Carpet Care & Restoration,"5311 Corwin Dr, Tallahassee, FL 32303",TALLAHASSEE,Leon,,+1850-493-6918,https://www.extremerocks.com/?utm_medium=gmb,4.6,193,restoration company,,,1,0,,,none,restoration company,2026-08-28 20:40:21
760,ChIJnzwd3ts57IgRZoDKlXvvato,Southern Foundation Solutions,"565 Monticello Ave, Monticello, FL 32344",MONTICELLO,Jefferson,,+1850-559-8905,https://southernfoundationsolutionsllc.com/?utm_source=GoogleProfile,5.0,49,"disaster restoration company,restoration company",,,1,0,,,none,"disaster restoration company,restoration company",2026-08-28 20:40:21
761,ChIJRcm-wM5Y7IgRnTl40mKvG84,Nature Bridges,"300 Industrial Park, Monticello, FL 32344",MONTICELLO,Jefferson,,+1850-997-8585,http://www.naturebridges.com/,5.0,3,restoration company,,,0,0,,,none,restoration company,2026-08-28 20:40:21
762,ChIJdwr2jE6gwiwR3l3-gDGF-9I,Snyder Contracting LLC,,Monticello,Jefferson,,+1850-509-2383,http://www.snyderpaving.com/,5.0,8,restoration company,,,0,0,,,none,restoration company,2026-08-28 20:40:21
763,ChIJzyp3l2857IgRY3PExFWVDVM,Site Truck Sales and Service,"141 Too Long Keen Rd, Monticello, FL 32344",MONTICELLO,Jefferson,,+1386-507-5211,http://sitetruck.com/,4.3,28,restoration company,,,0,0,,,none,restoration company,2026-08-28 20:40:21
764,ChIJBXWggcA57IgROuKIPakCHUA,"ABC Maintenance Service, LLC","230 W Washington St, Monticello, FL 32344",MONTICELLO,Jefferson,,+1850-509-4787,,4.3,6,restoration company,,,0,0,,,none,restoration company,2026-08-28 20:40:21
765,ChIJL9LXwN057IgRF3luR03ZZjg,Curtis Morgan's Garage Inc.,"1538 N Jefferson St, Monticello, FL 32344",MONTICELLO,Jefferson,,+1850-997-2798,,4.7,73,restoration company,,,0,0,,,none,restoration company,2026-08-28 20:40:21
766,ChIJkeuM30Zp7IgR-AJp7n1TOso,BILLYS heating and air cav llc,"1461 Upper Cody N, Monticello, FL 32344",MONTICELLO,Jefferson,,+1850-815-2449,https://notchilly-callbilly.com/,4.8,26,restoration company,,,1,0,,,none,restoration company,2026-08-28 20:40:21
767,ChIJM5b9pF457IgRQQ2Txp2Qzto,Monticello Materials & Welding,"1500 E Washington St, Monticello, FL 32344",MONTICELLO,Jefferson,,+1850-445-6417,,5.0,1,restoration company,,,0,0,,,none,restoration company,2026-08-28 20:40:21
768,ChIJRUIeGcNJD0URnagsohOl5S8,Stormhaven Restoration and Recovery LLC,,Trenton,Levy,,+1813-668-4411,http://www.stormhavenrestorationandrecovery.com/,5.0,110,"disaster restoration company,water damage restoration",,,1,0,,,none,"disaster restoration company,water damage restoration",2026-08-28 20:40:21
769,ChIJ1VNHQ0ff2IgRiOpy94IbB9c,Water Mold & Fire Restoration Inc.,,Chattahoochee,Gadsden,,+1561-370-9754,https://wmfrestorationinc.com/,5.0,21,fire and water damage restoration,,,1,0,,,none,fire and water damage restoration,2026-08-28 20:40:21
770,ChIJlTdsiZ48Ra4RhgJ1N_6rVh0,Number One,,McDavid,Escambia,,+1863-547-4470,https://numberonerestoration.com/,4.7,42,water damage restoration,,,0,0,,,none,water damage restoration,2026-08-28 20:40:21
771,ChIJu9k3exW_2YgRkDIoIteMohU,Water Mold Fire Restoration of Miami,,McDavid,Escambia,,+1305-999-5144,https://watermoldfire.net/miami-fl,5.0,114,water damage restoration,,,1,0,,,none,water damage restoration,2026-08-28 20:40:21
